5393,2008-02-06,Double Jeopardy!,"FROM THE FRENCH","$2000","From the French for ""caper"", it's a curved furniture leg that often tapers to a paw","cabriole"
5720,2009-06-19,Double Jeopardy!,"FOREIGN WORDS & PHRASES","$2000","""Auto-da-fe"" is associated with the Spanish Inquisition, but the phrase, which means this, is Portuguese","act of faith"
5720,2009-06-19,Double Jeopardy!,"WILLA CATHER","$2000","This Nebraska town where Cather spent her youth was named for a ""colorful"" Sioux chief","Red Cloud"
5720,2009-06-19,Double Jeopardy!,"O PIONEERS!","$2000","Textbooks used by pioneer children included Webster's spelling books & this man's ""Eclectic Readers""","(William) McGuffey"
5720,2009-06-19,Final Jeopardy!,"WORDS IN PHYSICS","None","Also found before ""pack"" & ""team"", it's defined as increase in volume resulting from increase in temperature","expansion"
2994,1997-09-11,Jeopardy!,"HOLLYWOOD 90028","$100","The Roosevelt Hotel on Hollywood Blvd. hosted the first of these ceremonies in 1929","the Oscars"
2994,1997-09-11,Jeopardy!,"THE KOREAN WAR","$100","Between August 5 & Sept. 6, 1953 Operation Big Switch was the final exchange of these","prisoners (of war)"
2994,1997-09-11,Jeopardy!,"FAMOUS FREDS","$100","He's a dino operator at a quarry in Bedrock","Fred Flintstone"
2994,1997-09-11,Jeopardy!,"KNOW YOUR EARTH","$100","It's the length in hours of a mean solar day","24"
2994,1997-09-11,Jeopardy!,"ACTOR-DIRECTORS","$100","2 years after a riding accident left him paralyzed, he directed the HBO drama ""In the Gloaming""","Christopher Reeve"
2994,1997-09-11,Jeopardy!,"""EASY"" QUESTIONS","$100","It ""makes oven cleaning easier""","Easy-Off"
2994,1997-09-11,Jeopardy!,"HOLLYWOOD 90028","$200","This series of plaques lets you walk through Hollywood stepping on stars","the Hollywood Walk of Fame"
2994,1997-09-11,Jeopardy!,"THE KOREAN WAR","$200","During the war the standard one of these for army use was the M-1","rifles"
2994,1997-09-11,Jeopardy!,"FAMOUS FREDS","$200","""Bronco Buster"" in 1895 was his first bronze","Frederic Remington"
2994,1997-09-11,Jeopardy!,"KNOW YOUR EARTH","$200","Follow this line & you'll travel almost exactly 24,900 miles to get back to your starting point","the equator"
2994,1997-09-11,Jeopardy!,"ACTOR-DIRECTORS","$200","""Star Trek""'s Mr. Spock, he showed his comedy side with his direction of ""Three Men and a Baby""","(Leonard) Nimoy"
2994,1997-09-11,Jeopardy!,"""EASY"" QUESTIONS","$200","Avenue of affluence","Easy Street"
2994,1997-09-11,Jeopardy!,"HOLLYWOOD 90028","$300","Musso & Frank's, Hollywood's oldest restaurant, is renowned for this ""dry"" vermouth cocktail","a martini"
2994,1997-09-11,Jeopardy!,"THE KOREAN WAR","$300","The 8225th was a real one of these units; the 4077th was a fictional one","M*A*S*H units"
2994,1997-09-11,Jeopardy!,"FAMOUS FREDS","$300","Craven graven image played by Robert Englund","Freddy Krueger"
2994,1997-09-11,Jeopardy!,"KNOW YOUR EARTH","$300","Filling this reservoir behind Hoover Dam caused earthquakes in the area until the land settled","Lake Mead"
2994,1997-09-11,Jeopardy!,"ACTOR-DIRECTORS","$300","He cast Debbie Reynolds as his ""mother"" in a 1996 film","Albert Brooks"
2994,1997-09-11,Jeopardy!,"""EASY"" QUESTIONS","$300","New Orleans","""The Big Easy"""
2994,1997-09-11,Jeopardy!,"HOLLYWOOD 90028","$400","The Alto Nido Apartments on Ivar were William Holden's home in this movie named for a nearby street","Sunset Boulevard"
2994,1997-09-11,Jeopardy!,"THE KOREAN WAR","$400","A monument called the Tower of Ten Human Bombs stands near this zone between North & South Korea","the Demilitarized Zone"
2994,1997-09-11,Jeopardy!,"FAMOUS FREDS","$400","Group that had the <a href=""http://www.j-archive.com/media/1997-09-11_J_04.mp3"">following</a> hit:  <i>""I'm too sexy for my shirt, too sexy for my shirt, so sexy it hurts / I'm too sexy...""</i>","Right Said Fred"
2994,1997-09-11,Jeopardy!,"KNOW YOUR EARTH","$400","The book ""The Earth"" calls this the most potent geomorphological agent there is, causing the most damage","man"
2994,1997-09-11,Jeopardy!,"ACTOR-DIRECTORS","$400","In 1990 he directed himself in the title role of ""Dick Tracy""","Warren Beatty"
2994,1997-09-11,Jeopardy!,"""EASY"" QUESTIONS","$400","One of the 2 ""Easy"" hits by The Eagles that flew into the Top 40","""Take It Easy"" (or ""Peaceful Easy Feeling"")"
2994,1997-09-11,Jeopardy!,"HOLLYWOOD 90028","$500","A street & a ""Gulch"" are named for this rancher who came to town in 1869","John Gower"
2994,1997-09-11,Jeopardy!,"THE KOREAN WAR","$500","On October 7, 1950 the U.N. approved the use of its troops north of this parallel","the 38th parallel"
2994,1997-09-11,Jeopardy!,"FAMOUS FREDS","$500","His Polonaise in A-Flat Major, Opus 53, is called ""Heroic""","Frederic Chopin"
2994,1997-09-11,Jeopardy!,"KNOW YOUR EARTH","$500","Just above the troposphere is this ozone-containing layer of the atmosphere","the stratosphere"
2994,1997-09-11,Jeopardy!,"ACTOR-DIRECTORS","$500","Forest Whitaker of ""The Crying Game"" made his directorial debut with this Whitney Houston film about 4 friends","Waiting to Exhale"
2994,1997-09-11,Jeopardy!,"""EASY"" QUESTIONS","$500","In other words--""simple import, simple export""","easy come, easy go"
2994,1997-09-11,Double Jeopardy!,"POETS & POETRY","$200","William Blake tells of this animal ""burning bright in the forests of the night""","a tiger"
2994,1997-09-11,Double Jeopardy!,"SHELL GAMES","$200","Of giant clam, giant crab or giant cockroach, it's the one with the largest shell","a giant clam"
2994,1997-09-11,Double Jeopardy!,"SHAKE YOUR BOOTY","$200","This pirate whose name means ""red beard"" paid the sultan of Tunisia 1/5 of his booty to use Tunis as his headquarters","Barbarossa"
2994,1997-09-11,Double Jeopardy!,"MUSIC HONORS","$200","The RIAA certifies a record that has sold 500,000 or more copies as gold & 1,000,000 or more as this","platinum"
2994,1997-09-11,Double Jeopardy!,"BACK TO SCHOOL","$200","Noah Webster's studies at Yale were interrupted by this war, but he did go back to graduate","the Revolutionary War"
2994,1997-09-11,Double Jeopardy!,"""HARD"" QUESTIONS","$200","The title of this first Beatles film may have come from a line in John Lennon's book ""In His Own Write""","""A Hard Day's Night"""
2994,1997-09-11,Double Jeopardy!,"POETS & POETRY","$400","Odd thing, but she ""heard a fly buzz when"" she ""died"" & ""felt a funeral in"" her ""brain""","Emily Dickinson"
2994,1997-09-11,Double Jeopardy!,"SHELL GAMES","$400","Of chestnuts, peanuts or walnuts, the one whose shell is actually a pod","peanuts"
2994,1997-09-11,Double Jeopardy!,"SHAKE YOUR BOOTY","$400","If you're going to plunder & pillage the Spanish Main, you'd better be in this sea","the Caribbean"
2994,1997-09-11,Double Jeopardy!,"MUSIC HONORS","$400","1993's best alternative music album Grammy went to this group's ""Zooropa""","U2"
2994,1997-09-11,Double Jeopardy!,"BACK TO SCHOOL","$400","This Dallas running back went running back to Florida to get his degree in 1996","Emmitt Smith"
2994,1997-09-11,Double Jeopardy!,"""HARD"" QUESTIONS","$400","Stubborn","hard-headed"
2994,1997-09-11,Double Jeopardy!,"POETS & POETRY","$600","His classic 1946 poem ""Fern Hill"" was inspired by a relative's farm in Wales","Dylan Thomas"
2994,1997-09-11,Double Jeopardy!,"SHELL GAMES","$600","Of an oyster, a cockle or a snail, the one that sports a univalve shell","a snail"
2994,1997-09-11,Double Jeopardy!,"SHAKE YOUR BOOTY","$600","The name of this ""merry"" pirate flag may have come from the title ""Ali Raja"", ""King of the Sea""","the Jolly Roger"
2994,1997-09-11,Double Jeopardy!,"MUSIC HONORS","$600","Inducted into the Rock & Roll Hall of Fame in 1997 was this trio composed of Barry, Maurice & Robin","The Bee Gees"
2994,1997-09-11,Double Jeopardy!,"BACK TO SCHOOL","$600","Expelled from Harvard in 1913, he went back only to be thrown out on his geodesic dome again in 1915","R. Buckminster Fuller"
2994,1997-09-11,Double Jeopardy!,"""HARD"" QUESTIONS","$600","This biscuit made with just flour & water was once used aboard ships & for army rations","hardtack"
2994,1997-09-11,Double Jeopardy!,"POETS & POETRY","$800","Katherine Anne Porter could tell you the title of the 1494 German poem ""Das Narrenschiff"" means this","""Ship of Fools"""
2994,1997-09-11,Double Jeopardy!,"SHELL GAMES","$800","Of ladybugs, house flies or yellow jackets, they're the ones with a shell covering their wings","Ladybugs"
2994,1997-09-11,Double Jeopardy!,"SHAKE YOUR BOOTY","$1,000","His treasure on Gardiners Island was recovered & became part of the endowment of Greenwich Marine Hospital","Captain Kidd"
2994,1997-09-11,Double Jeopardy!,"MUSIC HONORS","$800","September 4, 1996 was a ""Tonight, Tonight"" to remember for this group; it won MTV's Video of the Year Award","Smashing Pumpkins"
2994,1997-09-11,Double Jeopardy!,"BACK TO SCHOOL","$800","After leaving school to foment unrest, Castro returned to get a degree in this","law"
2994,1997-09-11,Double Jeopardy!,"""HARD"" QUESTIONS","$800","As he lay dying at the Battle of Trafalgar, Horatio Nelson made this command to the flag captain","""Kiss me, Hardy"""
2994,1997-09-11,Double Jeopardy!,"POETS & POETRY","$1000","Emma Lazarus is best known for this sonnet inscribed on the Statue of Liberty's base","""The New Colossus"""
2994,1997-09-11,Double Jeopardy!,"SHELL GAMES","$1000","Of cetology, conchology or cacology, it's the study of shells","conchology"
2994,1997-09-11,Double Jeopardy!,"SHAKE YOUR BOOTY","$1000","Jack Rackham, who sported this nickname due to the colorful clothes he wore, had 2 women among his crew","""Calico Jack"""
2994,1997-09-11,Double Jeopardy!,"MUSIC HONORS","$1,000","Singer seen <a href=""http://www.j-archive.com/media/1997-09-11_DJ_28.wmv"">here</a>, she was the CMA's Female Vocalist of the Year in 1989 & 1990:","Kathy Mattea"
2994,1997-09-11,Double Jeopardy!,"BACK TO SCHOOL","$1000","He graduated from West Point in 1915 & returned to school in 1948 as president of Columbia University","Eisenhower"
2994,1997-09-11,Double Jeopardy!,"""HARD"" QUESTIONS","$1000","This squire in ""She Stoops to Conquer"" likes ""Old friends, old times, old manners, old books, old wine""","Squire Hardcastle"
2994,1997-09-11,Final Jeopardy!,"TELEVISION","None","A 1997 episode of this series guest-starred Philip Michael Thomas & Tommy Chong","Nash Bridges"
4031,2002-02-25,Jeopardy!,"AMERICAN HISTORY","$200","In 1805 this territory was created from the Indiana one, with all or parts of the lower & upper peninsulas","Michigan"
4031,2002-02-25,Jeopardy!,"FIREFIGHTING","$200","The firefighting museum in Phoenix, Arizona isn't called the Hall of Fame, but the hall of this","the Hall of Flame"
4031,2002-02-25,Jeopardy!,"GEOGRAPH""E""","$200","Sicilians call this active volcano Mongibello","Etna"
4031,2002-02-25,Jeopardy!,"GIVE THE ROLE TO GARY","$200","TV, 1972-1979: Walter ""Radar"" O'Reilly","Gary Burghoff"
4031,2002-02-25,Jeopardy!,"WED TO THE IDEA","$200","The sacrament of marriage, it's ""holy""","matrimony"
4031,2002-02-25,Jeopardy!,"CRIMINAL CONVERSATION","$200","Ice can refer to diamonds; chill can mean to do this, maybe with a lawnmower (a machine gun)","to kill"
4031,2002-02-25,Jeopardy!,"AMERICAN HISTORY","$400","In May 1980 at least 26 people were killed when this volcano in Washington erupted","Mt. St. Helens"
4031,2002-02-25,Jeopardy!,"FIREFIGHTING","$400","In 24 B.C. this Caesar instituted the ""Vigiles"", a group of firefighting watchmen","Augustus (Caesar)"
4031,2002-02-25,Jeopardy!,"GEOGRAPH""E""","$400","The ruins of Babylon lie on the banks of this river, the longest in southwest Asia","the Euphrates"
4031,2002-02-25,Jeopardy!,"GIVE THE ROLE TO GARY","$400","TV, 1978-1986: Arnold Jackson","Gary Coleman"
4031,2002-02-25,Jeopardy!,"WED TO THE IDEA","$400","""Marry in"" this color ""and you will always be true"", hence the requirement for ""something"" of it","blue"
4031,2002-02-25,Jeopardy!,"CRIMINAL CONVERSATION","$400","The 4 techniques a ""blacksmith"" uses to crack one of these are blow, burn, peel & punch","a safe"
4031,2002-02-25,Jeopardy!,"AMERICAN HISTORY","$600","In September 1664 this governor of New Amsterdam surrendered to the British, ending Dutch power in the New World","(Peter) Stuyvesant"
4031,2002-02-25,Jeopardy!,"GEOGRAPH""E""","$3,000","This city was probably named for Edwin of Northumbria, who built a fort on the Firth of Forth in the 600s","Edinburgh"
4031,2002-02-25,Jeopardy!,"GIVE THE ROLE TO GARY","$600","Film, 1942: Lou Gehrig","Gary Cooper"
4031,2002-02-25,Jeopardy!,"WED TO THE IDEA","$600","Apparel usually tied to the back of the newly-married couple's carriage","(baby) shoes"
4031,2002-02-25,Jeopardy!,"CRIMINAL CONVERSATION","$600","To tap a till is to take money out of one of these","a cash register"
4031,2002-02-25,Jeopardy!,"AMERICAN HISTORY","$800","(<a href=""http://www.j-archive.com/media/2002-02-25_J_04.jpg"" target=""_blank"">Cheryl of the Clue Crew reports from Gettysburg Cemetery.</a>) In 1863, Lincoln dedicated this cemetery by saying that ""we cannot consecrate--we cannot"" do this to ""this ground""","hallow"
4031,2002-02-25,Jeopardy!,"FIREFIGHTING","$800","It was the colorful nickname of oil field firefighter Paul Adair","""Red"""
4031,2002-02-25,Jeopardy!,"GEOGRAPH""E""","$800","Large oceangoing vessels can travel from the North Sea inland as far as Hamburg on this river","the Elbe"
4031,2002-02-25,Jeopardy!,"GIVE THE ROLE TO GARY","$800","Film, 1978: Buddy Holly","Gary Busey"
4031,2002-02-25,Jeopardy!,"WED TO THE IDEA","$800","Once, a groom paid a sum to the bride's family & she came with a collection of money & property known as this","a dowry"
4031,2002-02-25,Jeopardy!,"CRIMINAL CONVERSATION","$800","Mr. Bates, the apple or the mark are terms for the victims in these ""games""","con games"
4031,2002-02-25,Jeopardy!,"AMERICAN HISTORY","$1000","A 1963 treaty with Mexico settled a boundary dispute between Ciudad Juarez & this Texas city","El Paso"
4031,2002-02-25,Jeopardy!,"FIREFIGHTING","$1000","(<a href=""http://www.j-archive.com/media/2002-02-25_J_25.jpg"" target=""_blank"">Sarah of the Clue Crew holds a heavy piece of equipment.</a>) Used by firemen following auto accidents, it's the 3-word term for this important hydraulic rescue tool","the jaws of life"
4031,2002-02-25,Jeopardy!,"GEOGRAPH""E""","$1000","In 1979 an airliner crashed on this Antarctic peak, killing all 257 aboard","Erebus"
4031,2002-02-25,Jeopardy!,"GIVE THE ROLE TO GARY","$1000","Film, 1994: Ludwig van Beethoven","Gary Oldman"
4031,2002-02-25,Jeopardy!,"WED TO THE IDEA","$1000","A married couple may start off as a DINK couple, an acronym for this","double income, no kids"
4031,2002-02-25,Jeopardy!,"CRIMINAL CONVERSATION","$1000","A spinner in a car theft ring is the man who sets back these","the odometer"
4031,2002-02-25,Double Jeopardy!,"""FLYING""","$400","Bullwinkle's buddy is one","a flying squirrel"
4031,2002-02-25,Double Jeopardy!,"CHAUCER'S","$400","Chaucer's life & career took a complicating turn in 1386 when he was appointed to this house of Parliament","the House of Commons"
4031,2002-02-25,Double Jeopardy!,"HARVARD UNIVERSITY","$400","The first intercollegiate athletic contest in the U.S. was a crew race between Harvard & this school in 1852","Yale"
4031,2002-02-25,Double Jeopardy!,"YOUR BETTER ELEMENTS","$400","This element that makes you organic is part of your proteins as well as your fats","carbon"
4031,2002-02-25,Double Jeopardy!,"PUT ON A TIE","$400","On an invitation, ""black tie"" & ""white tie"" each refer to this type of tie","a bow tie"
4031,2002-02-25,Double Jeopardy!,"BEHIND THE MUSIC","$400","<a href=""http://www.j-archive.com/media/2002-02-25_DJ_06.mp3"">One ""Behind the Music"" covered this year in which the U.S. re-elected Nixon & tried to deport John Lennon</a>","1972"
4031,2002-02-25,Double Jeopardy!,"""FLYING""","$800","The fins of the 50-ish true species of these are used like wings as they glide above water","flying fish"
